symbol,label,timeStart,timeEnd,candle_count,annotatedAt,candles
NQ=F,bullish_fvg,1777629600,1778007600,50,2026-05-17T17:47:03.683523+00:00,"[{""open"": 0.0, ""high"": 0.038085, ""low"": -0.123321, ""close"": -0.001814}, {""open"": 0.0, ""high"": 0.017229, ""low"": -0.119694, ""close"": -0.021763}, {""open"": -0.020856, ""high"": 0.201304, ""low"": -0.08433, ""close"": 0.024483}, {""open"": 0.022669, ""high"": 1.108078, ""low"": 0.019949, ""close"": 1.099917}, {""open"": 1.099917, ""high"": 1.229586, ""low"": 0.655598, ""close"": 0.886825}, {""open"": 0.888639, ""high"": 1.257696, ""low"": 0.720886, ""close"": 1.162485}, {""open"": 1.162485, ""high"": 1.201476, ""low"": 0.853275, ""close"": 0.947579}, {""open"": 0.945766, ""high"": 1.185154, ""low"": 0.936698, ""close"": 1.137095}, {""open"": 1.135282, ""high"": 1.160671, ""low"": 0.814284, ""close"": 0.912215}, {""open"": 0.914029, ""high"": 1.198756, ""low"": 0.898614, ""close"": 0.967528}, {""open"": 0.968435, ""high"": 0.969342, ""low"": 0.672827, ""close"": 0.962995}, {""open"": 0.962995, ""high"": 1.389179, ""low"": 0.962995, ""close"": 1.336586}, {""open"": 1.333865, ""high"": 1.434517, ""low"": 1.306662, ""close"": 1.324798}, {""open"": 1.325704, ""high"": 1.342026, ""low"": 1.095384, ""close"": 1.179714}, {""open"": 1.183341, ""high"": 1.381924, ""low"": 1.128027, ""close"": 1.240468}, {""open"": 1.239561, ""high"": 1.247722, ""low"": 1.066367, ""close"": 1.168832}, {""open"": 1.176087, ""high"": 1.285806, ""low"": 1.136188, ""close"": 1.160671}, {""open"": 1.163392, ""high"": 1.185154, ""low"": 0.333693, ""close"": 0.883198}, {""open"": 0.887732, ""high"": 1.00652, ""low"": 0.75625, ""close"": 0.930351}, {""open"": 0.936698, ""high"": 1.128934, ""low"": 0.935791, ""close"": 0.994732}, {""open"": 0.997452, ""high"": 1.191502, ""low"": 0.787987, ""close"": 1.179714}, {""open"": 1.181527, ""high"": 1.344747, ""low"": 0.992918, ""close"": 1.130748}, {""open"": 1.130748, ""high"": 1.247722, ""low"": 0.460641, ""close"": 0.596658}, {""open"": 0.594844, ""high"": 0.64381, ""low"": 0.155058, ""close"": 0.493285}, {""open"": 0.489658, ""high"": 0.846927, ""low"": 0.485124, ""close"": 0.805216}, {""open"": 0.805216, ""high"": 0.901334, ""low"": 0.535904, ""close"": 0.687335}, {""open"": 0.684615, ""high"": 0.811563, ""low"": 0.614793, ""close"": 0.761691}, {""open"": 0.759877, ""high"": 0.764411, ""low"": 0.611166, ""close"": 0.626581}, {""open"": 0.688242, ""high"": 0.795241, ""low"": 0.61842, ""close"": 0.664666}, {""open"": 0.659225, ""high"": 0.705471, ""low"": 0.585776, ""close"": 0.635649}, {""open"": 0.64109, ""high"": 0.807936, ""low"": 0.614793, ""close"": 0.778919}, {""open"": 0.778919, ""high"": 0.953927, ""low"": 0.716352, ""close"": 0.888639}, {""open"": 0.889546, ""high"": 0.982037, ""low"": 0.836953, ""close"": 0.889546}, {""open"": 0.891359, ""high"": 1.00924, ""low"": 0.874131, ""close"": 0.985664}, {""open"": 1.020121, ""high"": 1.022842, ""low"": 0.930351, ""close"": 0.935791}, {""open"": 0.932164, ""high"": 1.032816, ""low"": 0.901334, ""close"": 1.024655}, {""open"": 1.023748, ""high"": 1.148883, ""low"": 0.89952, ""close"": 1.126214}, {""open"": 1.123494, ""high"": 1.29306, ""low"": 1.104451, ""close"": 1.130748}, {""open"": 1.132561, ""high"": 1.34928, ""low"": 1.12168, ""close"": 1.303942}, {""open"": 1.304849, ""high"": 1.408221, ""low"": 1.226866, ""close"": 1.329331}, {""open"": 1.329331, ""high"": 1.410034, ""low"": 1.274925, ""close"": 1.322077}, {""open"": 1.319357, ""high"": 1.367416, ""low"": 1.196036, ""close"": 1.354721}, {""open"": 1.350187, ""high"": 1.580508, ""low"": 1.299408, ""close"": 1.462627}, {""open"": 1.462627, ""high"": 1.96498, ""low"": 1.45356, ""close"": 1.867955}, {""open"": 1.867049, ""high"": 2.063819, ""low"": 1.673906, ""close"": 1.906947}, {""open"": 1.90604, ""high"": 2.101903, ""low"": 1.877023, ""close"": 2.019387}, {""open"": 2.01848, ""high"": 2.111878, ""low"": 1.886091, ""close"": 2.013946}, {""open"": 2.013946, ""high"": 2.167191, ""low"": 1.949565, ""close"": 2.135454}, {""open"": 2.137268, ""high"": 2.234292, ""low"": 2.118225, ""close"": 2.172632}, {""open"": 2.170818, ""high"": 2.241547, ""low"": 1.953192, ""close"": 2.050217}]"
NQ=F,bullish_fvg,1768996800,1769050800,15,2026-05-17T18:20:57.929766+00:00,"[{""open"": 0.0, ""high"": 0.170679, ""low"": -0.087835, ""close"": 0.154709}, {""open"": 0.157704, ""high"": 0.313411, ""low"": -0.023955, ""close"": 0.151715}, {""open"": 0.14373, ""high"": 1.166806, ""low"": 0.10081, ""close"": 1.108915}, {""open"": 1.103925, ""high"": 1.76069, ""low"": 0.98914, ""close"": 1.688825}, {""open"": 1.687827, ""high"": 1.785643, ""low"": 0.692698, ""close"": 0.727632}, {""open"": 0.729628, ""high"": 0.861381, ""low"": 0.379287, ""close"": 0.795504}, {""open"": 0.789516, ""high"": 0.98914, ""low"": 0.414221, ""close"": 0.943227}, {""open"": 0.939234, ""high"": 2.400487, ""low"": 0.741606, ""close"": 2.362558}, {""open"": 2.363557, ""high"": 2.421448, ""low"": 1.593005, ""close"": 1.692818}, {""open"": 1.693816, ""high"": 1.931369, ""low"": 1.690821, ""close"": 1.846529}, {""open"": 1.926378, ""high"": 2.08508, ""low"": 1.901425, ""close"": 2.018206}, {""open"": 2.020202, ""high"": 2.140975, ""low"": 1.962311, ""close"": 2.042161}, {""open"": 2.046153, ""high"": 2.211842, ""low"": 2.019204, ""close"": 2.185891}, {""open"": 2.188885, ""high"": 2.21783, ""low"": 2.068112, ""close"": 2.080089}, {""open"": 2.081088, ""high"": 2.187887, ""low"": 2.081088, ""close"": 2.165928}]"
NQ=F,bullish_fvg,1768996800,1769061600,18,2026-05-17T18:21:02.862786+00:00,"[{""open"": 0.0, ""high"": 0.170679, ""low"": -0.087835, ""close"": 0.154709}, {""open"": 0.157704, ""high"": 0.313411, ""low"": -0.023955, ""close"": 0.151715}, {""open"": 0.14373, ""high"": 1.166806, ""low"": 0.10081, ""close"": 1.108915}, {""open"": 1.103925, ""high"": 1.76069, ""low"": 0.98914, ""close"": 1.688825}, {""open"": 1.687827, ""high"": 1.785643, ""low"": 0.692698, ""close"": 0.727632}, {""open"": 0.729628, ""high"": 0.861381, ""low"": 0.379287, ""close"": 0.795504}, {""open"": 0.789516, ""high"": 0.98914, ""low"": 0.414221, ""close"": 0.943227}, {""open"": 0.939234, ""high"": 2.400487, ""low"": 0.741606, ""close"": 2.362558}, {""open"": 2.363557, ""high"": 2.421448, ""low"": 1.593005, ""close"": 1.692818}, {""open"": 1.693816, ""high"": 1.931369, ""low"": 1.690821, ""close"": 1.846529}, {""open"": 1.926378, ""high"": 2.08508, ""low"": 1.901425, ""close"": 2.018206}, {""open"": 2.020202, ""high"": 2.140975, ""low"": 1.962311, ""close"": 2.042161}, {""open"": 2.046153, ""high"": 2.211842, ""low"": 2.019204, ""close"": 2.185891}, {""open"": 2.188885, ""high"": 2.21783, ""low"": 2.068112, ""close"": 2.080089}, {""open"": 2.081088, ""high"": 2.187887, ""low"": 2.081088, ""close"": 2.165928}, {""open"": 2.166926, ""high"": 2.168922, ""low"": 2.072104, ""close"": 2.106041}, {""open"": 2.111031, ""high"": 2.111031, ""low"": 1.919392, ""close"": 1.945343}, {""open"": 1.942348, ""high"": 2.00024, ""low"": 1.743722, ""close"": 1.967301}]"
NQ=F,bullish_fvg,1768996800,1769104800,30,2026-05-17T18:21:20.196382+00:00,"[{""open"": 0.0, ""high"": 0.170679, ""low"": -0.087835, ""close"": 0.154709}, {""open"": 0.157704, ""high"": 0.313411, ""low"": -0.023955, ""close"": 0.151715}, {""open"": 0.14373, ""high"": 1.166806, ""low"": 0.10081, ""close"": 1.108915}, {""open"": 1.103925, ""high"": 1.76069, ""low"": 0.98914, ""close"": 1.688825}, {""open"": 1.687827, ""high"": 1.785643, ""low"": 0.692698, ""close"": 0.727632}, {""open"": 0.729628, ""high"": 0.861381, ""low"": 0.379287, ""close"": 0.795504}, {""open"": 0.789516, ""high"": 0.98914, ""low"": 0.414221, ""close"": 0.943227}, {""open"": 0.939234, ""high"": 2.400487, ""low"": 0.741606, ""close"": 2.362558}, {""open"": 2.363557, ""high"": 2.421448, ""low"": 1.593005, ""close"": 1.692818}, {""open"": 1.693816, ""high"": 1.931369, ""low"": 1.690821, ""close"": 1.846529}, {""open"": 1.926378, ""high"": 2.08508, ""low"": 1.901425, ""close"": 2.018206}, {""open"": 2.020202, ""high"": 2.140975, ""low"": 1.962311, ""close"": 2.042161}, {""open"": 2.046153, ""high"": 2.211842, ""low"": 2.019204, ""close"": 2.185891}, {""open"": 2.188885, ""high"": 2.21783, ""low"": 2.068112, ""close"": 2.080089}, {""open"": 2.081088, ""high"": 2.187887, ""low"": 2.081088, ""close"": 2.165928}, {""open"": 2.166926, ""high"": 2.168922, ""low"": 2.072104, ""close"": 2.106041}, {""open"": 2.111031, ""high"": 2.111031, ""low"": 1.919392, ""close"": 1.945343}, {""open"": 1.942348, ""high"": 2.00024, ""low"": 1.743722, ""close"": 1.967301}, {""open"": 1.965305, ""high"": 2.181898, ""low"": 1.804607, ""close"": 2.161936}, {""open"": 2.158941, ""high"": 2.636044, ""low"": 2.139977, ""close"": 2.540224}, {""open"": 2.53723, ""high"": 2.66998, ""low"": 2.496307, ""close"": 2.60111}, {""open"": 2.604104, ""high"": 2.622071, ""low"": 2.48932, ""close"": 2.560187}, {""open"": 2.562183, ""high"": 2.662994, ""low"": 2.475346, ""close"": 2.507286}, {""open"": 2.506288, ""high"": 2.592127, ""low"": 2.443406, ""close"": 2.573162}, {""open"": 2.573162, ""high"": 2.7658, ""low"": 2.518266, ""close"": 2.751827}, {""open"": 2.74983, ""high"": 2.762806, ""low"": 2.025193, ""close"": 2.120014}, {""open"": 2.135984, ""high"": 2.442408, ""low"": 1.955324, ""close"": 2.231804}, {""open"": 2.22881, ""high"": 2.607099, ""low"": 2.222821, ""close"": 2.485328}, {""open"": 2.482333, ""high"": 2.694934, ""low"": 2.417455, ""close"": 2.656007}, {""open"": 2.65401, ""high"": 2.700922, ""low"": 2.475346, ""close"": 2.501298}]"
NQ=F,bullish_fvg,1768996800,1769086800,25,2026-05-17T18:21:29.043344+00:00,"[{""open"": 0.0, ""high"": 0.170679, ""low"": -0.087835, ""close"": 0.154709}, {""open"": 0.157704, ""high"": 0.313411, ""low"": -0.023955, ""close"": 0.151715}, {""open"": 0.14373, ""high"": 1.166806, ""low"": 0.10081, ""close"": 1.108915}, {""open"": 1.103925, ""high"": 1.76069, ""low"": 0.98914, ""close"": 1.688825}, {""open"": 1.687827, ""high"": 1.785643, ""low"": 0.692698, ""close"": 0.727632}, {""open"": 0.729628, ""high"": 0.861381, ""low"": 0.379287, ""close"": 0.795504}, {""open"": 0.789516, ""high"": 0.98914, ""low"": 0.414221, ""close"": 0.943227}, {""open"": 0.939234, ""high"": 2.400487, ""low"": 0.741606, ""close"": 2.362558}, {""open"": 2.363557, ""high"": 2.421448, ""low"": 1.593005, ""close"": 1.692818}, {""open"": 1.693816, ""high"": 1.931369, ""low"": 1.690821, ""close"": 1.846529}, {""open"": 1.926378, ""high"": 2.08508, ""low"": 1.901425, ""close"": 2.018206}, {""open"": 2.020202, ""high"": 2.140975, ""low"": 1.962311, ""close"": 2.042161}, {""open"": 2.046153, ""high"": 2.211842, ""low"": 2.019204, ""close"": 2.185891}, {""open"": 2.188885, ""high"": 2.21783, ""low"": 2.068112, ""close"": 2.080089}, {""open"": 2.081088, ""high"": 2.187887, ""low"": 2.081088, ""close"": 2.165928}, {""open"": 2.166926, ""high"": 2.168922, ""low"": 2.072104, ""close"": 2.106041}, {""open"": 2.111031, ""high"": 2.111031, ""low"": 1.919392, ""close"": 1.945343}, {""open"": 1.942348, ""high"": 2.00024, ""low"": 1.743722, ""close"": 1.967301}, {""open"": 1.965305, ""high"": 2.181898, ""low"": 1.804607, ""close"": 2.161936}, {""open"": 2.158941, ""high"": 2.636044, ""low"": 2.139977, ""close"": 2.540224}, {""open"": 2.53723, ""high"": 2.66998, ""low"": 2.496307, ""close"": 2.60111}, {""open"": 2.604104, ""high"": 2.622071, ""low"": 2.48932, ""close"": 2.560187}, {""open"": 2.562183, ""high"": 2.662994, ""low"": 2.475346, ""close"": 2.507286}, {""open"": 2.506288, ""high"": 2.592127, ""low"": 2.443406, ""close"": 2.573162}, {""open"": 2.573162, ""high"": 2.7658, ""low"": 2.518266, ""close"": 2.751827}]"
NQ=F,bullish_fvg,1728378000,1728489600,31,2026-05-17T18:28:21.364790+00:00,"[{""open"": 0.0, ""high"": 0.357174, ""low"": 0.0, ""close"": 0.2735}, {""open"": 0.272252, ""high"": 0.3834, ""low"": 0.181085, ""close"": 0.354676}, {""open"": 0.352179, ""high"": 0.413373, ""low"": 0.256016, ""close"": 0.377156}, {""open"": 0.380902, ""high"": 0.428359, ""low"": 0.19732, ""close"": 0.233537}, {""open"": 0.232288, ""high"": 0.698113, ""low"": 0.189827, ""close"": 0.688122}, {""open"": 0.686873, ""high"": 1.276335, ""low"": 0.684376, ""close"": 1.102744}, {""open"": 1.108988, ""high"": 1.21639, ""low"": 0.965369, ""close"": 1.196408}, {""open"": 1.193911, ""high"": 1.193911, ""low"": 0.907922, ""close"": 1.071522}, {""open"": 1.071522, ""high"": 1.098997, ""low"": 0.731832, ""close"": 1.067776}, {""open"": 1.067776, ""high"": 1.321294, ""low"": 1.022817, ""close"": 1.277584}, {""open"": 1.276335, ""high"": 1.554831, ""low"": 1.18392, ""close"": 1.407466}, {""open"": 1.409963, ""high"": 1.409963, ""low"": 1.288824, ""close"": 1.338778}, {""open"": 1.378742, ""high"": 1.378742, ""low"": 1.262598, ""close"": 1.356262}, {""open"": 1.355014, ""high"": 1.392479, ""low"": 1.262598, ""close"": 1.277584}, {""open"": 1.280082, ""high"": 1.312552, ""low"": 1.230128, ""close"": 1.296317}, {""open"": 1.296317, ""high"": 1.353765, ""low"": 1.213892, ""close"": 1.281331}, {""open"": 1.277584, ""high"": 1.277584, ""low"": 1.101495, ""close"": 1.138961}, {""open"": 1.135214, ""high"": 1.171431, ""low"": 1.075269, ""close"": 1.08526}, {""open"": 1.111486, ""high"": 1.137712, ""low"": 1.021568, ""close"": 1.064029}, {""open"": 1.06278, ""high"": 1.166436, ""low"": 1.040301, ""close"": 1.069025}, {""open"": 1.066527, ""high"": 1.116481, ""low"": 0.959125, ""close"": 1.065278}, {""open"": 1.065278, ""high"": 1.115232, ""low"": 0.88794, ""close"": 1.045296}, {""open"": 1.045296, ""high"": 1.147703, ""low"": 0.95288, ""close"": 1.123974}, {""open"": 1.123974, ""high"": 1.251358, ""low"": 1.116481, ""close"": 1.220137}, {""open"": 1.217639, ""high"": 1.372498, ""low"": 1.182671, ""close"": 1.313801}, {""open"": 1.310055, ""high"": 1.365004, ""low"": 1.177675, ""close"": 1.191413}, {""open"": 1.197657, ""high"": 1.301313, ""low"": 1.153947, ""close"": 1.265096}, {""open"": 1.262598, ""high"": 1.411212, ""low"": 1.100246, ""close"": 1.237621}, {""open"": 1.235123, ""high"": 1.725925, ""low"": 1.223883, ""close"": 1.713436}, {""open"": 1.715934, ""high"": 2.14804, ""low"": 1.710939, ""close"": 2.134302}, {""open"": 2.1368, ""high"": 2.143044, ""low"": 1.747156, ""close"": 1.88453}]"
NQ=F,bullish_fvg,1728381600,1728486000,29,2026-05-17T18:28:25.017870+00:00,"[{""open"": 0.0, ""high"": 0.110847, ""low"": -0.090919, ""close"": 0.082201}, {""open"": 0.07971, ""high"": 0.140738, ""low"": -0.016191, ""close"": 0.104619}, {""open"": 0.108356, ""high"": 0.155684, ""low"": -0.074728, ""close"": -0.03861}, {""open"": -0.039855, ""high"": 0.424705, ""low"": -0.082201, ""close"": 0.414741}, {""open"": 0.413496, ""high"": 1.001358, ""low"": 0.411005, ""close"": 0.828237}, {""open"": 0.834465, ""high"": 0.941575, ""low"": 0.691236, ""close"": 0.921648}, {""open"": 0.919157, ""high"": 0.919157, ""low"": 0.633944, ""close"": 0.797101}, {""open"": 0.797101, ""high"": 0.824501, ""low"": 0.458333, ""close"": 0.793364}, {""open"": 0.793364, ""high"": 1.046194, ""low"": 0.748527, ""close"": 1.002603}, {""open"": 1.001358, ""high"": 1.279097, ""low"": 0.909193, ""close"": 1.132132}, {""open"": 1.134623, ""high"": 1.134623, ""low"": 1.013812, ""close"": 1.063631}, {""open"": 1.103486, ""high"": 1.103486, ""low"": 0.987657, ""close"": 1.081068}, {""open"": 1.079822, ""high"": 1.117186, ""low"": 0.987657, ""close"": 1.002603}, {""open"": 1.005094, ""high"": 1.037476, ""low"": 0.955275, ""close"": 1.021285}, {""open"": 1.021285, ""high"": 1.078577, ""low"": 0.939084, ""close"": 1.006339}, {""open"": 1.002603, ""high"": 1.002603, ""low"": 0.826992, ""close"": 0.864356}, {""open"": 0.860619, ""high"": 0.896738, ""low"": 0.800837, ""close"": 0.810801}, {""open"": 0.836956, ""high"": 0.86311, ""low"": 0.747282, ""close"": 0.789628}, {""open"": 0.788382, ""high"": 0.891756, ""low"": 0.765964, ""close"": 0.79461}, {""open"": 0.792119, ""high"": 0.841937, ""low"": 0.685008, ""close"": 0.790873}, {""open"": 0.790873, ""high"": 0.840692, ""low"": 0.614017, ""close"": 0.770946}, {""open"": 0.770946, ""high"": 0.873074, ""low"": 0.678781, ""close"": 0.84941}, {""open"": 0.84941, ""high"": 0.976448, ""low"": 0.841937, ""close"": 0.945311}, {""open"": 0.94282, ""high"": 1.097259, ""low"": 0.907947, ""close"": 1.038722}, {""open"": 1.034985, ""high"": 1.089786, ""low"": 0.902965, ""close"": 0.916666}, {""open"": 0.922893, ""high"": 1.026267, ""low"": 0.879302, ""close"": 0.990148}, {""open"": 0.987657, ""high"": 1.135868, ""low"": 0.825746, ""close"": 0.962748}, {""open"": 0.960257, ""high"": 1.449727, ""low"": 0.949048, ""close"": 1.437272}, {""open"": 1.439763, ""high"": 1.870695, ""low"": 1.434781, ""close"": 1.856995}]"
NQ=F,bullish_fvg,1728388800,1728489600,28,2026-05-17T18:28:28.122349+00:00,"[{""open"": 0.0, ""high"": 0.047277, ""low"": -0.182886, ""close"": -0.146806}, {""open"": -0.14805, ""high"": 0.316007, ""low"": -0.190351, ""close"": 0.306054}, {""open"": 0.30481, ""high"": 0.892035, ""low"": 0.302322, ""close"": 0.719102}, {""open"": 0.725323, ""high"": 0.832317, ""low"": 0.582249, ""close"": 0.812411}, {""open"": 0.809923, ""high"": 0.809923, ""low"": 0.525019, ""close"": 0.687999}, {""open"": 0.687999, ""high"": 0.71537, ""low"": 0.349598, ""close"": 0.684267}, {""open"": 0.684267, ""high"": 0.936824, ""low"": 0.639478, ""close"": 0.893279}, {""open"": 0.892035, ""high"": 1.169474, ""low"": 0.79997, ""close"": 1.022668}, {""open"": 1.025156, ""high"": 1.025156, ""low"": 0.904476, ""close"": 0.954241}, {""open"": 0.994053, ""high"": 0.994053, ""low"": 0.87835, ""close"": 0.971659}, {""open"": 0.970415, ""high"": 1.007738, ""low"": 0.87835, ""close"": 0.893279}, {""open"": 0.895767, ""high"": 0.928115, ""low"": 0.846003, ""close"": 0.911941}, {""open"": 0.911941, ""high"": 0.969171, ""low"": 0.829829, ""close"": 0.897012}, {""open"": 0.893279, ""high"": 0.893279, ""low"": 0.717858, ""close"": 0.755182}, {""open"": 0.751449, ""high"": 0.787529, ""low"": 0.691732, ""close"": 0.701685}, {""open"": 0.727811, ""high"": 0.753938, ""low"": 0.638234, ""close"": 0.680534}, {""open"": 0.67929, ""high"": 0.782552, ""low"": 0.656896, ""close"": 0.685511}, {""open"": 0.683023, ""high"": 0.732788, ""low"": 0.576028, ""close"": 0.681779}, {""open"": 0.681779, ""high"": 0.731543, ""low"": 0.505113, ""close"": 0.661873}, {""open"": 0.661873, ""high"": 0.763891, ""low"": 0.569808, ""close"": 0.740252}, {""open"": 0.740252, ""high"": 0.867153, ""low"": 0.732788, ""close"": 0.83605}, {""open"": 0.833561, ""high"": 0.987832, ""low"": 0.798726, ""close"": 0.929359}, {""open"": 0.925626, ""high"": 0.980368, ""low"": 0.79375, ""close"": 0.807435}, {""open"": 0.813655, ""high"": 0.916918, ""low"": 0.770111, ""close"": 0.880838}, {""open"": 0.87835, ""high"": 1.0264, ""low"": 0.716614, ""close"": 0.853467}, {""open"": 0.850979, ""high"": 1.339919, ""low"": 0.839782, ""close"": 1.327478}, {""open"": 1.329966, ""high"": 1.760432, ""low"": 1.324989, ""close"": 1.746747}, {""open"": 1.749235, ""high"": 1.755455, ""low"": 1.361069, ""close"": 1.497922}]"
NQ=F,bullish_fvg,1778765400,1778772300,24,2026-05-17T18:28:59.540546+00:00,"[{""open"": 0.0, ""high"": 0.256987, ""low"": -0.060218, ""close"": 0.250201}, {""open"": 0.253594, ""high"": 0.418981, ""low"": 0.217124, ""close"": 0.37403}, {""open"": 0.372334, ""high"": 0.516518, ""low"": 0.333319, ""close"": 0.508036}, {""open"": 0.50634, ""high"": 0.693779, ""low"": 0.505492, ""close"": 0.642042}, {""open"": 0.643739, ""high"": 0.707349, ""low"": 0.438489, ""close"": 0.451211}, {""open"": 0.450363, ""high"": 0.503795, ""low"": 0.171324, ""close"": 0.222213}, {""open"": 0.223061, ""high"": 0.476655, ""low"": 0.192528, ""close"": 0.402867}, {""open"": 0.407107, ""high"": 0.438489, ""low"": 0.221365, ""close"": 0.251898}, {""open"": 0.248505, ""high"": 0.40117, ""low"": 0.207794, ""close"": 0.3647}, {""open"": 0.362156, ""high"": 0.555532, ""low"": 0.346041, ""close"": 0.540265}, {""open"": 0.537721, ""high"": 0.645435, ""low"": 0.490225, ""close"": 0.519062}, {""open"": 0.523303, ""high"": 0.543658, ""low"": 0.404563, ""close"": 0.497858}, {""open"": 0.495314, ""high"": 0.534328, ""low"": 0.443577, ""close"": 0.52924}, {""open"": 0.530936, ""high"": 0.68869, ""low"": 0.500403, ""close"": 0.682753}, {""open"": 0.683601, ""high"": 0.714134, ""low"": 0.63865, ""close"": 0.712438}, {""open"": 0.713286, ""high"": 0.786226, ""low"": 0.704805, ""close"": 0.780289}, {""open"": 0.780289, ""high"": 0.860863, ""low"": 0.698868, ""close"": 0.755693}, {""open"": 0.757389, ""high"": 0.785378, ""low"": 0.636953, ""close"": 0.671727}, {""open"": 0.673424, ""high"": 0.782834, ""low"": 0.640346, ""close"": 0.700564}, {""open"": 0.697171, ""high"": 0.824393, ""low"": 0.680209, ""close"": 0.821}, {""open"": 0.818456, ""high"": 0.876129, ""low"": 0.780289, ""close"": 0.87104}, {""open"": 0.871888, ""high"": 0.957551, ""low"": 0.8668, ""close"": 0.936347}, {""open"": 0.933803, ""high"": 0.988932, ""low"": 0.887155, ""close"": 0.942284}, {""open"": 0.94398, ""high"": 1.009287, ""low"": 0.935499, ""close"": 0.951614}]"
NQ=F,bullish_fvg,1778764800,1778771700,24,2026-05-17T18:29:04.000017+00:00,"[{""open"": 0.0, ""high"": 0.097563, ""low"": -0.006787, ""close"": 0.074657}, {""open"": 0.076354, ""high"": 0.084838, ""low"": -0.052599, ""close"": 0.027996}, {""open"": 0.027996, ""high"": 0.285055, ""low"": -0.032238, ""close"": 0.278268}, {""open"": 0.281661, ""high"": 0.447095, ""low"": 0.245181, ""close"": 0.402131}, {""open"": 0.400434, ""high"": 0.544659, ""low"": 0.361409, ""close"": 0.536175}, {""open"": 0.534478, ""high"": 0.72197, ""low"": 0.53363, ""close"": 0.670219}, {""open"": 0.671915, ""high"": 0.735544, ""low"": 0.466608, ""close"": 0.479334}, {""open"": 0.478485, ""high"": 0.531933, ""low"": 0.199369, ""close"": 0.250271}, {""open"": 0.25112, ""high"": 0.504785, ""low"": 0.220578, ""close"": 0.430976}, {""open"": 0.435218, ""high"": 0.466608, ""low"": 0.249423, ""close"": 0.279965}, {""open"": 0.276571, ""high"": 0.429279, ""low"": 0.235849, ""close"": 0.392799}, {""open"": 0.390254, ""high"": 0.583684, ""low"": 0.374135, ""close"": 0.568413}, {""open"": 0.565868, ""high"": 0.673612, ""low"": 0.518359, ""close"": 0.547204}, {""open"": 0.551446, ""high"": 0.571807, ""low"": 0.432673, ""close"": 0.525994}, {""open"": 0.523449, ""high"": 0.562475, ""low"": 0.471698, ""close"": 0.557384}, {""open"": 0.559081, ""high"": 0.716879, ""low"": 0.528539, ""close"": 0.710941}, {""open"": 0.711789, ""high"": 0.742331, ""low"": 0.666825, ""close"": 0.740634}, {""open"": 0.741482, ""high"": 0.814443, ""low"": 0.732999, ""close"": 0.808504}, {""open"": 0.808504, ""high"": 0.8891, ""low"": 0.72706, ""close"": 0.783901}, {""open"": 0.785598, ""high"": 0.813594, ""low"": 0.665128, ""close"": 0.699912}, {""open"": 0.701609, ""high"": 0.811049, ""low"": 0.668522, ""close"": 0.728757}, {""open"": 0.725363, ""high"": 0.85262, ""low"": 0.708396, ""close"": 0.849226}, {""open"": 0.846681, ""high"": 0.904371, ""low"": 0.808504, ""close"": 0.899281}, {""open"": 0.900129, ""high"": 0.985815, ""low"": 0.895039, ""close"": 0.964606}]"
